cons_acct_key,acct_dt,rpt_as_of_mo,current_balance,current_dpd,payment_am,status_cd,account_status,created_ts,updated_ts,base_ts
1,2024-05-09,2024-05,4427,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-05-17,2024-05,2664,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-05-23,2024-05,4171,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-05-01,2024-05,3675,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-05-28,2024-05,1129,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-05-02,2024-05,1109,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-05-15,2024-05,3097,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-05-01,2024-05,2599,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-05-11,2024-05,3014,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-05-10,2024-05,2943,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-05-24,2024-05,1663,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-05-06,2024-05,3771,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-05-13,2024-05,1278,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-05-12,2024-05,3972,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-05-21,2024-05,2004,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-05-17,2024-05,4643,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-05-12,2024-05,3744,63,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-04-08,2024-04,4078,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-04-05,2024-04,4125,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-04-25,2024-04,3502,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-04-17,2024-04,3138,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-04-14,2024-04,3998,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-04-17,2024-04,2422,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-04-16,2024-04,4711,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-04-08,2024-04,2360,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-04-18,2024-04,3922,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-04-21,2024-04,2335,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-04-20,2024-04,1814,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-04-03,2024-04,4566,69,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-04-24,2024-04,3170,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-04-28,2024-04,2081,33,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-03-16,2024-03,2144,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-03-23,2024-03,1920,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-03-07,2024-03,2111,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-03-20,2024-03,1066,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-03-18,2024-03,3806,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-03-03,2024-03,1524,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-03-07,2024-03,1187,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-03-21,2024-03,2740,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-03-06,2024-03,1381,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-03-13,2024-03,3998,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-03-04,2024-03,2910,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-03-25,2024-03,3453,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-03-14,2024-03,4561,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-03-02,2024-03,2297,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-03-20,2024-03,2525,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-02-21,2024-02,1213,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-02-06,2024-02,1634,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-02-25,2024-02,4058,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-02-12,2024-02,3421,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-02-28,2024-02,1690,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-02-23,2024-02,2642,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-02-20,2024-02,2226,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-02-01,2024-02,4987,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-02-02,2024-02,2737,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-02-14,2024-02,1249,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-02-04,2024-02,3762,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-02-13,2024-02,1283,84,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-02-22,2024-02,3785,85,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2023-12-10,2023-12,4846,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2023-12-02,2023-12,1179,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2023-12-28,2023-12,1826,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2023-12-07,2023-12,1423,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2023-12-07,2023-12,4768,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2023-12-10,2023-12,3279,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2023-12-26,2023-12,3110,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2023-12-27,2023-12,1745,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2023-12-20,2023-12,1796,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2023-12-28,2023-12,2221,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2023-12-26,2023-12,4140,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2023-12-25,2023-12,4210,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2023-12-27,2023-12,1538,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2023-12-09,2023-12,3048,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-09-24,2024-09,3900,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-09-23,2024-09,2549,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-09-25,2024-09,2739,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-09-07,2024-09,3466,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-09-20,2024-09,4505,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-09-17,2024-09,2161,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-09-22,2024-09,4358,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-09-10,2024-09,1539,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-09-08,2024-09,3312,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-09-09,2024-09,3952,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-09-03,2024-09,3751,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-09-15,2024-09,1045,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-09-03,2024-09,1069,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-09-02,2024-09,4185,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-09-24,2024-09,3250,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-09-11,2024-09,2463,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-08-02,2024-08,3232,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-08-16,2024-08,4782,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-08-16,2024-08,1616,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-08-28,2024-08,4980,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-08-21,2024-08,3541,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-08-09,2024-08,4000,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-08-06,2024-08,4819,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-08-06,2024-08,3333,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-08-07,2024-08,3942,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-08-21,2024-08,1291,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-08-08,2024-08,1536,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-08-11,2024-08,2646,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-08-07,2024-08,3682,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-08-17,2024-08,1395,55,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-08-09,2024-08,4499,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-08-14,2024-08,4887,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-08-24,2024-08,2515,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-08-21,2024-08,2890,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-07-04,2024-07,4548,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-07-26,2024-07,2194,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-07-07,2024-07,2351,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-07-27,2024-07,1943,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-07-11,2024-07,1912,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-07-01,2024-07,1914,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-07-25,2024-07,3385,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-07-02,2024-07,3854,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-07-25,2024-07,2724,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-07-14,2024-07,1785,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-07-27,2024-07,4580,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-07-24,2024-07,2644,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-07-13,2024-07,3351,50,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-07-11,2024-07,1812,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-07-08,2024-07,4098,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-07-08,2024-07,3408,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-07-03,2024-07,3722,65,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-07-23,2024-07,1176,43,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-07-02,2024-07,4784,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-06-24,2024-06,3482,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-06-02,2024-06,4642,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-06-22,2024-06,2590,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-06-03,2024-06,3868,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-06-16,2024-06,2139,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-06-23,2024-06,3614,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2024-06-07,2024-06,1098,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-06-07,2024-06,3825,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-06-06,2024-06,1207,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-06-05,2024-06,3194,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-06-21,2024-06,1868,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-06-21,2024-06,1383,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-06-24,2024-06,3614,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2024-06-16,2024-06,4990,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-06-11,2024-06,4563,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-06-18,2024-06,2266,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-06-12,2024-06,1225,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-06-23,2024-06,4857,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-06-25,2024-06,4810,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
7,2024-06-13,2024-06,1712,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2025-10-28,2025-10,2494,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2025-10-21,2025-10,4716,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2025-10-04,2025-10,2659,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2025-10-15,2025-10,1797,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
1,2025-10-22,2025-10,1709,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2025-10-19,2025-10,4880,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
5,2025-10-09,2025-10,1378,0,50,0,CURRENT,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z,2025-07-05T09:00:00.000Z
